customer,state,customer lifetime value,response,coverage,education,effective to date,employment status,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month,response_numerical,claims
DQ92905,Arizona,12989.81806,No,Basic,Bachelor,2/24/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,65,16.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
EW33419,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,"(25820.0, 44428.0]",Suburban,Married,100,4.0,22,1.0,2,Corporate Auto,Corporate L2,Offer2,Call Center,480.0,SUV,Medsize,A,1,1,"(453.6, 513.6]"
KH16079,Washington,4709.52218,No,Basic,High School or Below,2/12/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,66,17.0,29,0.0,3,Personal Auto,Personal L1,Offer1,Agent,470.576119,Four-Door Car,Small,A,2,0,"(453.6, 513.6]"
GU99037,Oregon,2452.977288,No,Basic,College,2/14/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,62,5.0,86,1.0,1,Corporate Auto,Corporate L1,Offer4,Agent,271.606799,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
BM92346,California,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small,M,1,1,"(513.6, 599.062]"
RU75949,Oregon,12332.51669,No,Basic,College,2/28/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,105,18.0,54,2.0,2,Personal Auto,Personal L1,Offer1,Agent,122.302824,Sports Car,Medsize,M,2,0,"(104.085, 212.799]"
PP35705,California,35862.99324,No,Extended,High School or Below,2/26/11,Medical Leave,M,"(25820.0, 44428.0]",Suburban,Divorced,121,7.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Small,M,2,0,"(513.6, 599.062]"
ZM45168,Oregon,2398.354197,No,Basic,College,2/14/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Single,65,20.0,72,0.0,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
SH93005,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,"(-0.001, 25820.0]",Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,M,2,1,"(383.945, 453.6]"
CJ72056,California,8013.895125,No,Basic,Bachelor,1/17/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,67,15.0,72,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
ZY20779,Washington,4979.079933,No,Basic,High School or Below,1/29/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,71,17.0,57,0.0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,M,1,0,"(334.039, 383.945]"
BP28492,Arizona,4834.710493,Yes,Basic,College,1/31/11,Employed,F,"(25820.0, 44428.0]",Suburban,Divorced,66,31.0,69,4.0,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,1,1,"(302.4, 334.039]"
AN67558,Nevada,3288.209809,No,Basic,College,1/16/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,102,16.0,1,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,M,1,0,"(599.062, 773.434]"
ZJ90079,Arizona,5525.470004,No,Basic,College,2/1/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,69,30.0,33,0.0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,M,2,0,"(302.4, 334.039]"
GS85403,Washington,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,A,2,1,"(599.062, 773.434]"
SK95364,California,4620.390087,No,Extended,College,2/26/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,130,11.0,0,0.0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize,A,2,0,"(773.434, 2893.24]"
UI80897,Washington,5552.596353,No,Basic,High School or Below,2/27/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,71,1.0,87,0.0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,A,2,0,"(334.039, 383.945]"
OJ65428,Nevada,3842.028065,No,Premium,College,1/19/11,Disabled,M,"(25820.0, 44428.0]",Suburban,Divorced,102,5.0,57,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,M,1,0,"(453.6, 513.6]"
WP64059,California,5093.379714,No,Basic,Bachelor,1/6/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,63,30.0,99,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
IP52990,Oregon,16794.31422,No,Basic,High School or Below,2/24/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,106,12.0,6,0.0,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize,A,2,0,"(334.039, 383.945]"
VF36700,Oregon,24278.10167,No,Extended,Master,2/26/11,Retired,F,"(-0.001, 25820.0]",Urban,Single,97,10.0,52,1.0,2,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
NR16284,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,A,1,1,"(0.098, 104.085]"
AB13432,California,3735.838129,No,Basic,Bachelor,1/4/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,110,3.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,M,1,0,"(773.434, 2893.24]"
XX53620,Oregon,2891.272351,No,Basic,Bachelor,2/2/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,71,4.0,19,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,Small,A,2,0,"(104.085, 212.799]"
AZ38648,Washington,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,"(-0.001, 25820.0]",Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,M,1,1,"(212.799, 302.4]"
AV76907,Oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,M,2,1,"(104.085, 212.799]"
ER97256,Arizona,5380.898636,Yes,Basic,College,2/24/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,M,2,1,"(302.4, 334.039]"
CJ97736,Oregon,5828.1822,No,Basic,College,2/16/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,74,28.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,M,2,0,"(453.6, 513.6]"
AZ64856,California,5048.051359,No,Extended,High School or Below,2/17/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,126,2.0,51,0.0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A,2,0,"(599.062, 773.434]"
SA88518,Oregon,7737.265103,No,Basic,College,1/19/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,65,26.0,62,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
ED61615,California,7950.178237,No,Basic,High School or Below,1/21/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,69,6.0,42,0.0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,M,1,0,"(302.4, 334.039]"
MW48891,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A,1,1,"(513.6, 599.062]"
DB26077,Arizona,4873.436612,No,Extended,High School or Below,1/5/11,Retired,F,"(-0.001, 25820.0]",Suburban,Married,126,4.0,62,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,M,1,0,"(599.062, 773.434]"
RL31641,Oregon,2252.416825,No,Basic,College,1/29/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,65,13.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,M,1,0,"(453.6, 513.6]"
KX55910,Oregon,4957.033603,No,Basic,College,1/15/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,62,16.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,A,1,0,"(383.945, 453.6]"
PJ86059,Oregon,2655.864573,No,Basic,High School or Below,1/4/11,Employed,F,"(68532.8, 99981.0]",Suburban,Divorced,66,20.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
QB47024,Washington,5898.733666,No,Extended,Bachelor,2/17/11,Employed,F,"(44428.0, 68532.8]",Suburban,Divorced,78,5.0,38,5.0,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize,A,2,0,"(383.945, 453.6]"
LG64797,California,17723.76398,No,Extended,College,2/18/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,222,21.0,58,0.0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize,M,2,0,"(773.434, 2893.24]"
OO63074,California,4517.908834,No,Basic,Bachelor,2/9/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Married,118,31.0,9,0.0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,M,2,0,"(513.6, 599.062]"
JL70559,Arizona,5310.861767,No,Basic,College,2/2/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A,2,0,"(334.039, 383.945]"
TW73441,Nevada,2773.455358,No,Basic,High School or Below,1/26/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,68,2.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,2,1,"(334.039, 383.945]"
YN39714,Oregon,8488.561363,No,Basic,High School or Below,1/4/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,70,12.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
HX74855,Washington,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,A,1,1,"(104.085, 212.799]"
CV40610,California,12313.16484,No,Premium,College,1/17/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A,1,0,"(773.434, 2893.24]"
MV69686,Oregon,3982.180708,No,Extended,Doctor,1/3/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,A,1,0,"(383.945, 453.6]"
IB67546,California,8237.037945,No,Basic,Bachelor,1/17/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A,1,0,"(453.6, 513.6]"
OZ41737,Oregon,5366.779081,No,Basic,Doctor,2/22/11,Unemployed,F,"(-0.001, 25820.0]",Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,M,2,0,"(212.799, 302.4]"
DQ19343,California,5583.068307,No,Basic,High School or Below,2/22/11,Employed,F,"(44428.0, 68532.8]",Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medsize,M,2,0,"(104.085, 212.799]"
IG89777,California,7356.559341,No,Extended,High School or Below,1/9/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,A,1,0,"(302.4, 334.039]"
SH48087,California,10144.3094,No,Extended,College,1/29/11,Medical Leave,F,"(25820.0, 44428.0]",Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
FL82372,Oregon,8672.194272,No,Basic,College,1/26/11,Employed,F,"(-0.001, 25820.0]",Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A,1,0,"(513.6, 599.062]"
WJ57919,California,2674.730716,Yes,Basic,College,2/15/11,Employed,M,"(44428.0, 68532.8]",Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,M,2,1,"(302.4, 334.039]"
CI60365,California,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,M,1,1,"(513.6, 599.062]"
DR84620,California,8071.334962,No,Basic,Bachelor,2/7/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medsize,A,2,0,"(0.098, 104.085]"
AF41118,California,7255.714453,No,Extended,College,1/5/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,M,1,0,"(383.945, 453.6]"
QQ25666,Arizona,14510.7505,No,Basic,High School or Below,1/25/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize,A,1,0,"(599.062, 773.434]"
OK31456,California,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,"(44428.0, 68532.8]",Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,M,1,1,"(773.434, 2893.24]"
YU79270,Arizona,4633.336334,No,Basic,College,1/15/11,Medical Leave,M,"(25820.0, 44428.0]",Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
WK18603,California,5272.518472,No,Basic,Doctor,2/18/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
JK90180,Arizona,4340.086445,No,Basic,College,1/6/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
KC22636,California,5488.931031,No,Basic,High School or Below,2/17/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,A,2,0,"(0.098, 104.085]"
SO43919,California,14228.23432,No,Extended,Bachelor,1/16/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A,1,0,"(513.6, 599.062]"
NE29938,California,12840.43291,No,Extended,College,2/3/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,M,2,0,"(599.062, 773.434]"
WW30771,Arizona,2673.319593,No,Basic,Master,2/13/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A,2,0,"(302.4, 334.039]"
BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,A,2,1,"(302.4, 334.039]"
LN50325,Arizona,10064.60828,No,Extended,High School or Below,2/3/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A,2,0,"(599.062, 773.434]"
VQ65197,California,8197.197078,No,Basic,College,1/6/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,M,1,0,"(513.6, 599.062]"
VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2/23/11,Employed,F,"(68532.8, 99981.0]",Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,M,2,0,"(104.085, 212.799]"
SZ70655,California,4293.009593,No,Basic,College,1/31/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A,1,0,"(212.799, 302.4]"
QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,A,1,1,"(599.062, 773.434]"
CP92616,Nevada,46805.22306,No,Extended,High School or Below,2/25/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury SUV,Small,M,2,0,"(773.434, 2893.24]"
NX37589,Washington,2666.976685,No,Basic,Bachelor,2/8/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
UT21323,California,13057.01188,No,Basic,College,2/13/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,M,2,0,"(773.434, 2893.24]"
CM78608,California,5823.162917,No,Basic,High School or Below,1/31/11,Employed,F,"(68532.8, 99981.0]",Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
GU41198,California,9536.338382,No,Extended,Bachelor,1/7/11,Employed,F,"(44428.0, 68532.8]",Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
YB42706,Nevada,8107.26533,No,Extended,College,1/23/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,M,1,0,"(334.039, 383.945]"
UX91266,California,3484.141641,No,Extended,Bachelor,1/10/11,Employed,M,"(25820.0, 44428.0]",Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
WO53546,Oregon,34039.05613,No,Basic,College,1/28/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A,1,0,"(453.6, 513.6]"
ZX85480,Washington,7995.441263,No,Basic,High School or Below,1/2/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,A,1,0,"(0.098, 104.085]"
NS57426,Arizona,11611.94584,No,Extended,Bachelor,2/11/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
QJ22057,Nevada,4454.104455,No,Basic,College,2/22/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A,2,0,"(302.4, 334.039]"
FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2/24/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
EM29019,Arizona,8447.888167,No,Basic,Bachelor,2/18/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize,M,2,0,"(0.098, 104.085]"
VE64781,Arizona,2927.07045,No,Basic,Bachelor,2/14/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,A,2,0,"(334.039, 383.945]"
ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2/5/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,M,2,0,"(513.6, 599.062]"
UB51030,Washington,6582.450781,No,Basic,High School or Below,2/15/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
IE36279,California,2844.849804,No,Basic,Bachelor,2/6/11,Employed,M,"(68532.8, 99981.0]",Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
BW80872,Washington,4434.411172,No,Premium,High School or Below,1/13/11,Employed,M,"(25820.0, 44428.0]",Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
XQ51968,California,5568.947534,Yes,Extended,High School or Below,1/1/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,M,1,1,"(383.945, 453.6]"
EP29567,Washington,7031.463693,No,Extended,Master,1/24/11,Retired,M,"(-0.001, 25820.0]",Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498.452698,Four-Door Car,Medsize,A,1,0,"(453.6, 513.6]"
AX70794,California,2449.31771,No,Basic,High School or Below,2/4/11,Employed,M,"(44428.0, 68532.8]",Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
NJ46849,Arizona,2504.444752,No,Basic,College,1/9/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A,1,0,"(453.6, 513.6]"
WH20102,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A,1,1,"(513.6, 599.062]"
QO86948,Nevada,8071.65295,No,Basic,High School or Below,2/18/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A,2,0,"(773.434, 2893.24]"
DN14211,Oregon,15032.9003,No,Basic,College,1/17/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,M,1,1,"(104.085, 212.799]"
YJ16163,Oregon,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,"(44428.0, 68532.8]",Suburban,Single,283,16.0,43,0.0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A,1,1,"(773.434, 2893.24]"
QT27514,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,M,1,1,"(302.4, 334.039]"
QF17381,Arizona,4733.507343,No,Basic,Bachelor,1/6/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,62,5.0,41,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.838216,Four-Door Car,Small,M,1,0,"(599.062, 773.434]"
BL90769,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,"(25820.0, 44428.0]",Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,M,1,1,"(453.6, 513.6]"
